描述,几室几厅,高低层,朝向,建筑年代,所属小区,所属片区,地址,最近地铁站,建筑面积,整套价格,平方价格
钥匙房随时看 上地东里南北两居室 中间位置不临街 中间三层,2室1厅,中层(共6层),南北向,2000,上地东里,上地,上地南路与信息路交汇处东行90米路北,距13号线上地站约671米,60,770,129412
燕顺路公交总站75平米只卖145万,2室2厅,高层(共26层),东北向,2012,星河185,燕郊,燕顺路与潮白大街交汇处北行400米路西,无,75,145,19333
店长推荐;满五年一套 高楼层。诚意售。,2室1厅,中层(共18层),南向,2005,国典华园,安贞,朝阳区北三环安贞桥北400米安定路12号,距10号线安贞门站约581米,117,1040,88889
幸福我家近 有车位壹线国际惠泽园一室一厅一卫,1室1厅,低层(共9层),南向,2008,壹线国际,四惠,地铁一号线四惠站向东200米路北,距1号线四惠东站约1128米,78,538,69081
双桥远洋一方三居 西南北向 采光好 全明格局 满五年急售,3室1厅,低层(共15层),南北向,2011,远洋一方,双桥,北京市朝阳区塔营北街1号院,距八通线管庄站约830米,89,378,42678
自家住装修挺好 满五一税也少 楼层不错 看房方便,2室2厅,中层(共6层),东西向,2001,新康家园,亦庄,亦庄经济技术开发区天华园一里三区(北环西路与,距亦庄线亦庄文化园站约942米,102,480,47059
中关村中湾国际42平米 南向 采光和视野好 总价低,1室1厅,中层(共19层),南北向,2009,中湾国际公寓,中关村,彩和坊西小街1号中湾国际公寓,距10号线苏州街站约638米,37,370,100000
燕京航城精装修西北向小两具家电全送 满两年 全天采光随时,2室2厅,高层(共33层),西北向,2009,燕京航城,燕郊,北京周边 燕郊经济技术开发区神威北路与燕灵路,无,85,165,19412
一层独立入户 豪装 地暖 空调 新风系统 家具全送,3室2厅,低层(共8层),南北向,2014,金色漫香苑,北七家,昌平区北七家镇天权路2号院(天权路与东北路交,无,139,615,44245
大钟寺133号三室一厅一卫,3室1厅,中层(共6层),东西向,1990,大钟寺133号楼,紫竹桥,大钟寺133号楼大钟寺133号楼,距13号线大钟寺站约682米,106,770,72882
急急急志新村塔楼好户型三居室诚心出售低价可谈我是维护人,3室1厅,中层(共18层),东南向,1990,志新村,二里庄,志新东路与北四环中路辅路交叉口(华北所科技大,无,86,700,81871
世茂维拉 广阳城 豪华装修 南北通透 下跃,5室2厅,低层(共1层),南向,2015,世茂维拉别墅,长阳,地铁房山线广阳城站西南出口向南600米路西,距房山线广阳城站约426米,256,750,29297
重聚园 南北东朝向 三居 三个阳台 双卫 满五一套,3室2厅,中层(共34层),南北向,2004,重聚园,鲁谷,鲁谷大街北重西厂院内,无,148,768,51756
通州大厂潮白河孔雀城澜湾 实用2+1户型 首付70得三居,3室2厅,中层(共28层),南北向,2014,潮白河孔雀英国宫,大厂,通州东潮白河畔(距国贸30公里),无,89,147,16517
国贸 双井 富力城区东北向2居室 安静看花园,2室1厅,低层(共24层),东北向,2005,富力城C区,双井,惠力路与天力街交叉点东南角,距10号线双井站约570米,90,910,100597
关注!南北三居 明厅明卫明厨 满五年落地窗有车位 急售可议价,3室2厅,高层(共13层),南北向,2002,远洋风景,小西天,德胜门西大街15号(西直门桥东北300米),距2号线西直门站约891米,173,1600,92352
新增!电梯房 次顶层 南边1000米无遮挡 双卫(有钥匙)给周期,2室2厅,高层(共6层),南北向,2000,圆明园花园别墅,圆明园,圆明园西路88号院,无,105,790,75238
泰华滨河苑复式三居室 满五年一套 南北通透精装修,3室2厅,高层(共27层),南北向,2005,泰华滨河苑,酒仙桥,朝阳公园东门 东风北桥东南十里居41号院,无,149,780,52254
满五年 一套住房 南北朝向 价格可议,1室1厅,高层(共6层),南北向,2003,滨河小区,顺义城,顺义区妇幼老年保健院东北侧300米路北,无,60,230,38321
南二环边 方庄 芳城园一区 南北通透 小区的一个了,3室2厅,低层(共27层),南北向,1996,芳城园一区,方庄,左安门西滨河路与方庄路交汇处西行200米路南,距14号线方庄路站约547米,122,700,57377
世华水岸 南北通透 大三居 龙眼户型 首层花园 带产权车位,3室2厅,低层(共11层),南北向,2010,世华水岸,赵公口,北京市丰台区石榴庄南里66号,距10号线石榴庄站约1105米,152,900,59102
旗舰凯旋一室一厅一卫,1室1厅,中层(共13层),西南向,2003,旗舰凯旋,梨园,梨园镇云景东路80号(八通线九棵树站向南10,无,62,280,44843
南北通透 采光充足 位置安静 不临街 前后双阳台 有飘窗,3室2厅,高层(共15层),南北向,2007,融泽府,复兴门,北京市西城区真武庙路四条8号院,距1号线南礼士路站约765米,205,3200,156098
国贸 双井 富力城 次顶层 南北通透两居室 保养好,2室2厅,高层(共18层),南向,2004,富力城A区,双井,广渠门外大街1号院,距10号线双井站约356米,103,1075,104827
芍药居北里三区二室一厅一卫,2室1厅,高层(共26层),西南向,2008,芍药居北里,芍药居,文学馆路 中煤信息大厦西北侧 北京市朝阳区芍,距10号线芍药居站约1058米,94,680,72657
现房!现房!刚刚清退 上2下二 精装交房 位子一套,4室3厅,低层(共4层),南向,2017,鸿坤林语墅,西红门,地铁四号线西红门站东800米,无,360,2280,63333
国贸 双井 富力城区西南北四居 南北通透观花园,4室2厅,低层(共17层),南向,2007,富力城D区,双井,北京市朝阳区东三环中路35号,距7号线广渠门外站约518米,276,2980,108085
仓上高层带电梯 南北通透 标准三居室 方正户型,3室2厅,高层(共18层),南北向,2003,仓上小区,顺义城,顺平西路和通顺路交叉口西南侧(仁和镇政府南侧,无,144,525,36489
房主急用钱 335万急售裕祥花园2居室,2室1厅,中层(共6层),东北向,1999,裕祥花园,后沙峪,后沙峪镇双峪街16号,无,73,335,45609
广渠门 东花市 白桥大街 东向一居 看房方便 满五年,1室1厅,低层(共7层),东向,1989,白桥大街24号楼,广渠门内,白桥大街24号 广渠门中学隔壁,距7号线广渠门内站约639米,41,340,83170
开元国际 南北通透精装两居室 可 满五年一套,2室1厅,中层(共6层),南北向,1992,安苑北里,惠新西街,安苑路与安定路交叉口北侧(亚运村安定路奥体东,距10号线安贞门站约908米,56,408,72857
(幸福我家) 田字格户型精装三居 中高楼层 南北通风前后不临街,3室1厅,高层(共6层),南北向,1982,团结湖北三条,团结湖,长虹桥东600米农展馆南路往南,距10号线团结湖站约785米,80,570,70931
精装南向一居 满五年 中间楼层 适合刚需。还有小两口 ,1室1厅,中层(共6层),南向,2004,兴海家园星苑,西红门,西红门镇宏福路北、欣旺大街西,距大兴线西红门站约924米,58,315,54236
我爱.我家久居雅园 复式结构 一层带花园 看房方便,3室1厅,低层(共12层),南向,2000,久居雅园,梨园,荟萃南路与群芳中二街交叉点东北角,无,120,550,45960
茉藜园三居 看房方便 随时签约 价格可谈 地暖温泉水,2室2厅,低层(共26层),东南向,2005,北苑家园茉藜园,北苑,秋实街与春华路交叉点东南角,距5号线立水桥南站约1098米,110,550,50114
珍惜委托(急售)南北双卫三居 精装 满五年 接受换房,3室2厅,中层(共18层),南北向,2012,莱圳家园,清河,西小口路与前屯路交汇处西行140米路南,距8号线西小口站约868米,116,880,75862
丽都商圈 双公园 双口 颐堤港周边两居,2室1厅,低层(共23层),东南向,1996,丽都宿舍,酒仙桥,朝阳芳园南里43号楼,距14号线将台站约1045米,59,368,61901
〈爱家好房〉芳城园二区 西南向 两居,2室1厅,低层(共25层),西南向,1995,芳城园二区,方庄,丰台区方庄环岛东北角(家乐福北侧),距14号线方庄路站约256米,70,470,66761
新上房源 中关村 新科祥园 精装两居 东南向,2室1厅,低层(共18层),东南向,2001,新科祥园,中关村,科学院南路与中关村南路交叉口(搜狐媒体大厦对,距4号线中关村站约860米,88,452,51481
通州次渠五环 万科城市之光 精装洋房 万科翡翠四季精装修别墅,3室2厅,中层(共15层),南北向,2017,首开万科公园里,次渠,东五环京津高速东石村桥东南700米(京津高速,无,137,588,42920
新出!三联排边户!200平花园!带双车库!600平使用面积!有地暖,4室3厅,低层(共1层),南向,2000,燕西台,西山,四季青镇巨山村巨山新村小区C区,无,408,3599,88211
21星河湾畅园256平米 双卧朝南+独立书房 总价低,3室2厅,高层(共12层),南北向,2007,星河湾,朝青,四季星河西路与四季星河南街交叉点东北角,距6号线青年路站约591米,256,2190,85547
皂君东里三室一厅一卫,3室1厅,中层(共6层),南北向,1988,皂君东里,皂君庙,南皂君庙路与学院南路交叉口东北角(中软大厦东,无,78,739,94987
东四环国贸边 高层 好装修的南向两居室,2室1厅,高层(共20层),西南向,2008,后现代城,百子湾,百子湾路16号,距7号线大郊亭站约843米,96,720,75000
朝阳公园南门 棕榈泉 景观朝阳公园 满五年,3室1厅,中层(共30层),南北向,2003,棕榈泉国际公寓,朝阳公园,朝阳公园南路8号院,距14号线朝阳公园站约250米,178,1600,89888
(幸福我家)团结湖公园一居室中间楼层 生活便捷 配套齐全,1室1厅,中层(共6层),东向,1982,团结湖路小区,团结湖,东三环团结湖地铁口向东200米红绿灯右转,距10号线团结湖站约734米,37,290,77748
(安家)西三旗 硅谷先锋 板楼三层 精装 南北通透两居,2室1厅,中层(共6层),南北向,2002,硅谷先锋,西三旗,建材城东一里,无,82,420,51220
潘家园二室一厅一卫 南北通透 明厨明卫 房屋公摊小使用面积大,2室1厅,中层(共6层),南北向,1983,潘家园小区,潘家园,北京市朝阳区潘家园甲20号院,无,61,350,57756
(幸福我家)朝阳公园 团结湖北五条 南北通透无遮挡采光好,2室1厅,中层(共6层),南北向,1979,团结湖北五条,团结湖,农展馆南路 与朝阳公园路路口以西,距14号线朝阳公园站约775米,57,370,64867
国贸 财富 精装修 实拍照片 随时看房,2室1厅,高层(共45层),东北向,2005,财富中心,国贸,景华街与东三环中路交叉点西南角,距10号线金台夕照站约418米,151,1510,100000
太阳宫 万方景轩南向小两居 客厅带大阳台 首付仅需270万 方便看,1室2厅,低层(共21层),西南向,2005,万方景轩,太阳宫,太阳宫E区夏家园甲6号,距10号线太阳宫站约149米,72,560,77402
杨宋益田 客厅通阳台格局 大两居 精装修 电梯房 车位充足,2室2厅,中层(共8层),南北向,2012,影人四季花园,怀柔,杨宋镇(京承高速第15号出口500米处) 中,无,103,365,35437
沁园春景,1室1厅,中层(共6层),南北向,2003,沁园春景,窦店,窦店镇于庄村大窦路路西,无,59,165,27966
育新花园三室一厅一卫,3室1厅,高层(共6层),南北向,1997,育新花园,西三旗,育新花园西三旗桥东新都路南侧,距8号线育新站约454米,88,707,79977
房山城关原乡漫谷两室一厅出售满两年原值高87.44平米225万,2室1厅,低层(共20层),南北向,2015,中国铁建原香漫谷,房山城关,城关街道兴东大街133号,无,87,225,25732
国奥村收藏级户型 顶层复式 司法拍卖 不需要购房资质,6室3厅,高层(共6层),南北向,2007,国奥村,奥林匹克公园,林萃东路1号院,无,224,2675,119660
哈罗!京西!机场高速京密北皋出口,4室2厅,低层(共3层),南向,2011,中粮祥云国际生活区,中央别墅区,顺义空港工业区东临首都机场 南临新国展,无,400,1700,42500
后沙峪万科城市花园南北向4居 大客厅 带电梯,4室2厅,中层(共2层),南北向,1998,万科城市花园,后沙峪,京密路火神营路口西侧,无,209,887,42383
大品牌+生态走廊+便利交通+精装修+科技住宅=现代生活!,3室2厅,中层(共16层),南北向,2017,中粮京西祥云,长阳,房山线地铁稻田站北行800米处,距房山线稻田站约715米,124,699,56371
只交契税 购房成本低 全南 无遮无挡,2室1厅,低层(共17层),南向,2008,新景家园,崇文门,新景家园崇文门西花市大街8号(新世界商场向东,距7号线广渠门内站约859米,81,810,99803
安定门分司厅宝钞胡同11平加10平空地院里就几户155万包,1室1厅,高层(共1层),北向,1995,宝钞胡同,安定门,鼓楼东大街宝钞胡同,距8号线什刹海站约664米,13,155,119231
(幸福我家)红庙北里一室一厅一卫+180万万可卖,1室1厅,高层(共2层),东向,1972,红庙北里,红庙,朝阳北路和金台路交口东南角,距6号线金台路站约322米,31,198,64078
三卧南 楼下水系+花园、位置居中、园区安全+高素质、看房方便,3室1厅,中层(共6层),南北向,2005,博雅西园,农大,北京市海淀区农大南路路北厢黄旗1号,无,159,1450,91195
北京城建徜徉墅 京西南别墅豪宅 一府万象 一宅定心。,6室5厅,低层(共3层),南向,2014,北京城建徜徉墅,长阳,长阳镇起步区四号地(长阳镇京良路南侧),距房山线长阳站约1156米,360,1200,33333
石榴庄 大红门彩虹城 南北通透 三居室 前后无遮挡,3室1厅,中层(共16层),南北向,2005,彩虹城二区,赵公口,光彩路68号院西区,距10号线石榴庄站约891米,116,720,61951
(幸福我家)东三环 朝阳公园南门 团结湖 385万可卖 385万可卖,2室1厅,高层(共6层),东向,1982,水碓子东路,甜水园,朝阳体育馆南侧,距6号线金台路站约623米,61,400,65844
潘家园二室一厅一卫 南北通透 明厨明卫 房屋公摊小使用面积大,2室1厅,中层(共6层),南北向,1983,潘家园小区,潘家园,北京市朝阳区潘家园甲20号院,无,61,350,57756
国贸核心区 新城国际 全南向两居室 全天采光充足,2室2厅,低层(共38层),南向,2002,新城国际,国贸,朝阳门外大街6号院,距10号线金台夕照站约471米,134,1450,108209
南二环外 南北通透三居室 业主急用钱 着急出售 看房方便,3室1厅,高层(共6层),南北向,1996,翠林二里,右安门,万芳桥向北400米 开阳路西侧,距4号线马家堡站约721米,87,450,51576
三环新城8号院 一层小户型 西南向 250万,1室1厅,低层(共24层),西南向,2006,三环新城,玉泉营,丰桥路7号院,距10号线丰台站约161米,42,230,54827
